"REP.MC,11/02/2014 17:36:00,"17,615"
"REP.MC,12/02/2014 17:36:00,"17,53"
"REP.MC,13/02/2014 17:36:00,"17,57"
"REP.MC,14/02/2014 17:36:00,"17,61"
"REP.MC,17/02/2014 17:36:00,"17,625"
"REP.MC,18/02/2014 17:36:00,"17,575"
"REP.MC,19/02/2014 17:36:00,"17,625"
"REP.MC,20/02/2014 17:36:00,"17,985"
"REP.MC,21/02/2014 17:36:00,"18,075"
"REP.MC,24/02/2014 17:36:00,"18,21"
"REP.MC,25/02/2014 17:36:00,"18,37"
"REP.MC,26/02/2014 17:36:00,"18,555"
"REP.MC,27/02/2014 17:36:00,"18,39"
"REP.MC,28/02/2014 17:36:00,"18,205"
"REP.MC,3/03/2014 17:36:00,"17,925"
"REP.MC,4/03/2014 17:36:00,"18,26"
"REP.MC,5/03/2014 17:36:00,"18,34"
"REP.MC,6/03/2014 17:36:00,"18,395"
"REP.MC,7/03/2014 17:36:00,"18,125"
"REP.MC,10/03/2014 17:36:00,"18,1"
"REP.MC,11/03/2014 17:36:00,"17,925"
"REP.MC,12/03/2014 17:36:00,"17,81"
"REP.MC,13/03/2014 17:36:00,"17,6"
"REP.MC,14/03/2014 17:36:00,"17,385"
"REP.MC,17/03/2014 17:36:00,"17,615"
"REP.MC,18/03/2014 17:36:00,"17,79"
"REP.MC,19/03/2014 17:36:00,"17,86"
"REP.MC,20/03/2014 17:36:00,"17,88"
"REP.MC,21/03/2014 17:36:00,"18,005"
"REP.MC,24/03/2014 17:36:00,"17,715"
"REP.MC,25/03/2014 17:36:00,"17,87"
"REP.MC,26/03/2014 17:36:00,"18,175"
"REP.MC,27/03/2014 17:36:00,"18,405"
"REP.MC,28/03/2014 17:36:00,"18,605"
"REP.MC,31/03/2014 17:36:00,"18,525"
"REP.MC,1/04/2014 17:36:00,"18,73"
"REP.MC,2/04/2014 17:36:00,"18,7"
"REP.MC,3/04/2014 17:36:00,"18,795"
"REP.MC,4/04/2014 17:36:00,"18,925"
"REP.MC,7/04/2014 17:36:00,"18,84"
"REP.MC,8/04/2014 17:36:00,"18,695"
"REP.MC,9/04/2014 17:36:00,"18,895"
"REP.MC,10/04/2014 17:36:00,"18,69"
"REP.MC,11/04/2014 17:36:00,"18,53"
"REP.MC,14/04/2014 17:36:00,"18,76"
"REP.MC,15/04/2014 17:36:00,"18,63"
"REP.MC,16/04/2014 17:36:00,"18,79"
"REP.MC,17/04/2014 17:36:00,"18,79"
"REP.MC,22/04/2014 17:36:00,"18,96"
"REP.MC,23/04/2014 17:36:00,"18,96"
"REP.MC,24/04/2014 17:36:00,19
"REP.MC,25/04/2014 17:36:00,"18,91"
"REP.MC,28/04/2014 17:36:00,"18,96"
"REP.MC,29/04/2014 17:36:00,"19,225"
"REP.MC,30/04/2014 17:36:00,"19,4"
"REP.MC,2/05/2014 17:36:00,"19,385"
"REP.MC,5/05/2014 17:36:00,"19,36"
"REP.MC,6/05/2014 17:36:00,"19,31"
"REP.MC,7/05/2014 17:36:00,"19,38"
"REP.MC,8/05/2014 17:36:00,"19,8"
"REP.MC,9/05/2014 17:36:00,"19,885"
"REP.MC,12/05/2014 17:36:00,"19,82"
"REP.MC,13/05/2014 17:36:00,"19,815"
"REP.MC,14/05/2014 17:36:00,"20,145"
"REP.MC,15/05/2014 17:36:00,"20,07"
"REP.MC,16/05/2014 17:36:00,"20,21"
"REP.MC,19/05/2014 17:36:00,"20,24"
"REP.MC,20/05/2014 17:36:00,20
"REP.MC,21/05/2014 17:36:00,"20,36"
"REP.MC,22/05/2014 17:36:00,"20,31"
"REP.MC,23/05/2014 17:36:00,"20,25"
"REP.MC,26/05/2014 17:36:00,"20,64"
"REP.MC,27/05/2014 17:36:00,"20,6"
"REP.MC,28/05/2014 17:36:00,"20,47"
"REP.MC,29/05/2014 17:36:00,"20,58"
"REP.MC,30/05/2014 17:36:00,"20,665"
"REP.MC,2/06/2014 17:36:00,"20,905"
"REP.MC,3/06/2014 17:36:00,"20,865"
"REP.MC,4/06/2014 17:36:00,"20,11"
"REP.MC,5/06/2014 17:36:00,"20,14"
"REP.MC,6/06/2014 17:36:00,"19,34"
"REP.MC,9/06/2014 17:36:00,"19,4"
"REP.MC,10/06/2014 17:36:00,"19,395"
"REP.MC,11/06/2014 17:36:00,"19,295"
"REP.MC,12/06/2014 17:36:00,"19,4"
"REP.MC,13/06/2014 17:36:00,"19,6"
"REP.MC,16/06/2014 17:36:00,"19,535"
"REP.MC,17/06/2014 17:36:00,"19,61"
"REP.MC,18/06/2014 17:36:00,"19,81"
"REP.MC,19/06/2014 17:36:00,"19,465"
"REP.MC,20/06/2014 17:36:00,"19,625"
"REP.MC,23/06/2014 17:36:00,"19,545"
"REP.MC,24/06/2014 17:36:00,"19,535"
"REP.MC,25/06/2014 17:36:00,"19,33"
"REP.MC,26/06/2014 17:36:00,"19,28"
"REP.MC,27/06/2014 17:36:00,"19,265"
"REP.MC,30/06/2014 17:36:00,"19,26"
"REP.MC,1/07/2014 17:36:00,"19,33"
"REP.MC,2/07/2014 17:36:00,"19,39"
"REP.MC,3/07/2014 17:36:00,"19,565"
"REP.MC,4/07/2014 17:36:00,"19,405"
"REP.MC,7/07/2014 17:36:00,"19,2"
"REP.MC,8/07/2014 17:36:00,"19,03"
"REP.MC,9/07/2014 17:36:00,"19,145"
"REP.MC,10/07/2014 17:36:00,"18,505"
"REP.MC,11/07/2014 17:36:00,"18,575"
"REP.MC,14/07/2014 17:36:00,"18,64"
"REP.MC,15/07/2014 17:36:00,"18,455"
"REP.MC,16/07/2014 17:36:00,"18,72"
"REP.MC,17/07/2014 17:36:00,"18,57"
"REP.MC,18/07/2014 17:36:00,"18,485"
"REP.MC,21/07/2014 17:36:00,"18,34"
"REP.MC,22/07/2014 17:36:00,"18,64"
"REP.MC,23/07/2014 17:36:00,"18,415"
"REP.MC,24/07/2014 17:36:00,"18,81"
"REP.MC,25/07/2014 17:36:00,"18,96"
"REP.MC,28/07/2014 17:36:00,"18,91"
"REP.MC,29/07/2014 17:36:00,"18,91"
"REP.MC,30/07/2014 17:36:00,"18,895"
"REP.MC,31/07/2014 17:36:00,"18,62"
"REP.MC,1/08/2014 17:36:00,"18,37"
"REP.MC,4/08/2014 17:36:00,"18,415"
"REP.MC,5/08/2014 17:36:00,"18,305"
"REP.MC,6/08/2014 17:36:00,"18,225"
"REP.MC,7/08/2014 17:36:00,"17,935"
"REP.MC,8/08/2014 17:36:00,"17,97"
"REP.MC,11/08/2014 17:36:00,"18,14"
"REP.MC,12/08/2014 17:36:00,"18,045"
"REP.MC,13/08/2014 17:36:00,"18,145"
"REP.MC,14/08/2014 17:36:00,"18,155"
"REP.MC,15/08/2014 17:36:00,"18,03"
"REP.MC,18/08/2014 17:36:00,"18,285"
"REP.MC,19/08/2014 17:36:00,"18,37"
"REP.MC,20/08/2014 17:36:00,"18,375"
"REP.MC,21/08/2014 17:36:00,"18,585"
"REP.MC,22/08/2014 17:36:00,"18,525"
"REP.MC,25/08/2014 17:36:00,"18,82"
"REP.MC,26/08/2014 17:36:00,"18,955"
"REP.MC,27/08/2014 17:36:00,"18,99"
"REP.MC,28/08/2014 17:36:00,"18,875"
"REP.MC,29/08/2014 17:36:00,"18,89"
"REP.MC,1/09/2014 17:36:00,"19,02"
"REP.MC,2/09/2014 17:36:00,"18,95"
"REP.MC,3/09/2014 17:36:00,"19,12"
"REP.MC,4/09/2014 17:36:00,"19,365"
"REP.MC,5/09/2014 17:36:00,"19,365"
"REP.MC,8/09/2014 17:36:00,"19,23"
"REP.MC,9/09/2014 17:36:00,"18,94"
"REP.MC,10/09/2014 17:36:00,"18,915"
"REP.MC,11/09/2014 17:36:00,"18,78"
"REP.MC,12/09/2014 17:36:00,"18,74"
"REP.MC,15/09/2014 17:36:00,"18,725"
"REP.MC,16/09/2014 17:36:00,"18,76"
"REP.MC,17/09/2014 17:36:00,"18,915"
"REP.MC,18/09/2014 17:36:00,"19,02"
"REP.MC,19/09/2014 17:36:00,"19,165"
"REP.MC,22/09/2014 17:36:00,"19,08"
"REP.MC,23/09/2014 17:36:00,"18,74"
"REP.MC,24/09/2014 17:36:00,"18,845"
"REP.MC,25/09/2014 17:36:00,"18,65"
"REP.MC,26/09/2014 17:36:00,"18,815"
"REP.MC,29/09/2014 17:36:00,"18,59"
"REP.MC,30/09/2014 17:36:00,"18,8"
"REP.MC,1/10/2014 17:36:00,"18,7"
"REP.MC,2/10/2014 17:36:00,"18,19"
"REP.MC,3/10/2014 17:36:00,"18,28"
"REP.MC,6/10/2014 17:36:00,"18,325"
"REP.MC,7/10/2014 17:36:00,"18,115"
"REP.MC,8/10/2014 17:36:00,"17,98"
"REP.MC,9/10/2014 17:36:00,"17,895"
"REP.MC,10/10/2014 17:36:00,"17,42"
"REP.MC,13/10/2014 17:36:00,"17,515"
"REP.MC,14/10/2014 17:36:00,"17,31"
"REP.MC,15/10/2014 17:36:00,"16,61"
"REP.MC,16/10/2014 17:36:00,"16,33"
"REP.MC,17/10/2014 17:36:00,"16,9"
"REP.MC,20/10/2014 17:36:00,"16,81"
"REP.MC,21/10/2014 17:36:00,"17,3"
"REP.MC,22/10/2014 17:36:00,"17,415"
"REP.MC,23/10/2014 17:36:00,"17,54"
"REP.MC,24/10/2014 17:36:00,"17,43"
"REP.MC,27/10/2014 17:36:00,"17,26"
"REP.MC,28/10/2014 17:36:00,"17,56"
"REP.MC,29/10/2014 17:36:00,"17,475"
"REP.MC,30/10/2014 17:36:00,"17,47"
"REP.MC,31/10/2014 17:36:00,"17,815"
"REP.MC,3/11/2014 17:36:00,"17,68"
"REP.MC,4/11/2014 17:36:00,"17,19"
"REP.MC,5/11/2014 17:36:00,"17,38"
"REP.MC,6/11/2014 17:36:00,"17,51"
"REP.MC,7/11/2014 17:36:00,"17,355"
"REP.MC,10/11/2014 17:36:00,"17,65"
"REP.MC,11/11/2014 17:36:00,"17,68"
"REP.MC,12/11/2014 17:36:00,"17,41"
"REP.MC,13/11/2014 17:36:00,"17,235"
"REP.MC,14/11/2014 17:36:00,"17,3"
"REP.MC,17/11/2014 17:36:00,"17,5"
"REP.MC,18/11/2014 17:36:00,"17,865"
"REP.MC,19/11/2014 17:36:00,"17,88"
"REP.MC,20/11/2014 17:36:00,"17,775"
"REP.MC,21/11/2014 17:36:00,"18,44"
"REP.MC,24/11/2014 17:36:00,"18,58"
"REP.MC,25/11/2014 17:36:00,"18,5"
"REP.MC,26/11/2014 17:36:00,"18,42"
"REP.MC,27/11/2014 17:36:00,"18,17"
"REP.MC,28/11/2014 17:36:00,"18,05"
"REP.MC,1/12/2014 17:36:00,"17,73"
"REP.MC,2/12/2014 17:36:00,"18,05"
"REP.MC,3/12/2014 17:36:00,"18,255"
"REP.MC,4/12/2014 17:36:00,"17,945"
"REP.MC,5/12/2014 17:36:00,"18,305"
"REP.MC,8/12/2014 17:36:00,"18,035"
"REP.MC,9/12/2014 17:36:00,"17,61"
"REP.MC,10/12/2014 17:36:00,"17,405"
"REP.MC,11/12/2014 17:36:00,"17,205"
"REP.MC,12/12/2014 17:36:00,"16,175"
"REP.MC,15/12/2014 17:36:00,"15,695"
"REP.MC,16/12/2014 17:36:00,"15,64"
"REP.MC,17/12/2014 17:36:00,"15,68"
"REP.MC,18/12/2014 17:36:00,"16,065"
"REP.MC,19/12/2014 17:36:00,"16,075"
"REP.MC,22/12/2014 17:36:00,"15,615"
"REP.MC,23/12/2014 17:36:00,"15,835"
"REP.MC,24/12/2014 14:00:00,"15,885"
"REP.MC,29/12/2014 17:36:00,"15,745"
"REP.MC,30/12/2014 17:36:00,"15,565"
"REP.MC,31/12/2014 14:00:00,"15,545"
"REP.MC,5/01/2015 17:36:00,"14,66"
"REP.MC,6/01/2015 17:36:00,"14,615"
"REP.MC,7/01/2015 17:36:00,"14,69"
"REP.MC,8/01/2015 17:36:00,"15,06"
"REP.MC,9/01/2015 17:36:00,"14,5"
"REP.MC,12/01/2015 17:36:00,"14,41"
"REP.MC,13/01/2015 17:36:00,"14,625"
"REP.MC,14/01/2015 17:36:00,"14,37"
"REP.MC,15/01/2015 17:36:00,"14,865"
"REP.MC,16/01/2015 17:36:00,"15,205"
"REP.MC,19/01/2015 17:36:00,"15,265"
"REP.MC,20/01/2015 17:36:00,"15,47"
"REP.MC,21/01/2015 17:36:00,"15,685"
"REP.MC,22/01/2015 17:36:00,"16,005"
"REP.MC,23/01/2015 17:36:00,"16,155"
"REP.MC,26/01/2015 17:36:00,"16,235"
"REP.MC,27/01/2015 17:36:00,"16,275"
"REP.MC,28/01/2015 17:36:00,"15,895"
"REP.MC,29/01/2015 17:36:00,"15,905"
"REP.MC,30/01/2015 17:36:00,"15,685"
"REP.MC,2/02/2015 17:36:00,"15,965"
"REP.MC,3/02/2015 17:36:00,"16,74"
"REP.MC,4/02/2015 17:36:00,"16,51"
"REP.MC,5/02/2015 17:36:00,"16,56"
"REP.MC,6/02/2015 17:36:00,"16,57"
"REP.MC,9/02/2015 17:36:00,"16,465"
"REP.MC,10/02/2015 17:36:00,"16,345"
"REP.MC,11/02/2015 17:36:00,"16,07"
"REP.MC,12/02/2015 17:36:00,"16,445"
"REP.MC,13/02/2015 17:36:00,"16,93"
"REP.MC,16/02/2015 17:36:00,"16,87"
"REP.MC,17/02/2015 17:36:00,"16,86"
"REP.MC,18/02/2015 17:36:00,"17,04"
"REP.MC,19/02/2015 17:36:00,"16,95"
"REP.MC,20/02/2015 17:36:00,"16,87"
"REP.MC,23/02/2015 17:36:00,"16,925"
"REP.MC,24/02/2015 17:36:00,"17,08"
"REP.MC,25/02/2015 17:36:00,"17,1"
"REP.MC,26/02/2015 17:36:00,"17,165"
"REP.MC,27/02/2015 17:36:00,"17,275"
"REP.MC,2/03/2015 17:36:00,"17,24"
"REP.MC,3/03/2015 17:36:00,"17,08"
"REP.MC,4/03/2015 17:36:00,"17,07"
"REP.MC,5/03/2015 17:36:00,"17,15"
"REP.MC,6/03/2015 17:36:00,"17,04"
"REP.MC,9/03/2015 17:36:00,"17,08"
"REP.MC,10/03/2015 17:36:00,"16,7"
"REP.MC,11/03/2015 17:36:00,"16,64"
"REP.MC,12/03/2015 17:36:00,"16,605"
"REP.MC,13/03/2015 17:36:00,"16,27"
"REP.MC,16/03/2015 17:36:00,"16,25"
"REP.MC,17/03/2015 17:36:00,"16,375"
"REP.MC,18/03/2015 17:36:00,"16,415"
"REP.MC,19/03/2015 17:36:00,"16,595"
"REP.MC,20/03/2015 17:36:00,"17,37"
"REP.MC,23/03/2015 17:36:00,"17,35"
"REP.MC,24/03/2015 17:36:00,"17,52"
"REP.MC,25/03/2015 17:36:00,"17,4"
"REP.MC,26/03/2015 17:36:00,"17,455"
"REP.MC,27/03/2015 17:36:00,"17,24"
"REP.MC,30/03/2015 17:36:00,"17,445"
"REP.MC,31/03/2015 17:36:00,"17,335"
"REP.MC,1/04/2015 17:36:00,"17,53"
"REP.MC,2/04/2015 17:36:00,"17,54"
"REP.MC,7/04/2015 17:36:00,"18,06"
"REP.MC,8/04/2015 17:36:00,"17,93"
"REP.MC,9/04/2015 17:36:00,"18,23"
"REP.MC,10/04/2015 17:36:00,"18,15"
"REP.MC,13/04/2015 17:36:00,"18,41"
"REP.MC,14/04/2015 17:36:00,"18,29"
"REP.MC,15/04/2015 17:36:00,"18,465"
"REP.MC,16/04/2015 17:36:00,"18,315"
"REP.MC,17/04/2015 17:36:00,"18,105"
"REP.MC,20/04/2015 17:36:00,"18,235"
"REP.MC,21/04/2015 17:36:00,"18,185"
"REP.MC,22/04/2015 17:36:00,"18,06"
"REP.MC,23/04/2015 17:36:00,"18,215"
"REP.MC,24/04/2015 17:36:00,"18,255"
"REP.MC,27/04/2015 17:36:00,"18,505"
"REP.MC,28/04/2015 17:36:00,"18,54"
"REP.MC,29/04/2015 17:36:00,"18,39"
"REP.MC,30/04/2015 17:36:00,"18,415"
"REP.MC,4/05/2015 17:36:00,"18,485"
"REP.MC,5/05/2015 17:36:00,"18,275"
"REP.MC,6/05/2015 17:36:00,"18,43"
"REP.MC,7/05/2015 17:36:00,"17,825"
"REP.MC,8/05/2015 17:36:00,"18,185"
"REP.MC,11/05/2015 17:36:00,"18,19"
"REP.MC,12/05/2015 17:36:00,"18,115"
"REP.MC,13/05/2015 17:36:00,"18,07"
"REP.MC,14/05/2015 17:36:00,"18,155"
"REP.MC,15/05/2015 17:36:00,"17,9"
"REP.MC,18/05/2015 17:36:00,"17,845"
"REP.MC,19/05/2015 17:36:00,"17,98"
"REP.MC,20/05/2015 17:36:00,"18,115"
"REP.MC,21/05/2015 17:36:00,"18,18"
"REP.MC,22/05/2015 17:36:00,"18,195"
"REP.MC,25/05/2015 17:36:00,"17,85"
"REP.MC,26/05/2015 17:36:00,"17,665"
"REP.MC,27/05/2015 17:36:00,"17,785"
"REP.MC,28/05/2015 17:36:00,"17,54"
"REP.MC,29/05/2015 17:36:00,"17,34"
"REP.MC,1/06/2015 17:36:00,"17,325"
"REP.MC,2/06/2015 17:36:00,"17,435"
"REP.MC,3/06/2015 17:36:00,"17,44"
"REP.MC,4/06/2015 17:36:00,"17,135"
"REP.MC,5/06/2015 17:36:00,"17,05"
"REP.MC,8/06/2015 17:36:00,"16,88"
"REP.MC,9/06/2015 17:36:00,"16,85"
"REP.MC,10/06/2015 17:36:00,"17,035"
"REP.MC,11/06/2015 17:36:00,"17,1"
"REP.MC,12/06/2015 17:36:00,"16,89"
"REP.MC,15/06/2015 17:36:00,"16,62"
"REP.MC,16/06/2015 17:36:00,"16,68"
"REP.MC,17/06/2015 17:36:00,"16,67"
"REP.MC,18/06/2015 17:36:00,"16,245"
"REP.MC,19/06/2015 17:36:00,"16,135"
"REP.MC,22/06/2015 17:36:00,"16,59"
"REP.MC,23/06/2015 17:36:00,"16,56"
"REP.MC,24/06/2015 17:36:00,"16,52"
"REP.MC,25/06/2015 17:36:00,"16,51"
"REP.MC,26/06/2015 17:36:00,"16,56"
"REP.MC,29/06/2015 17:36:00,"15,86"
"REP.MC,30/06/2015 17:36:00,"15,75"
"REP.MC,1/07/2015 17:36:00,"16,065"
"REP.MC,2/07/2015 17:36:00,"16,095"
"REP.MC,3/07/2015 17:36:00,"15,995"
"REP.MC,6/07/2015 17:36:00,"15,55"
"REP.MC,7/07/2015 17:36:00,"15,235"
"REP.MC,8/07/2015 17:36:00,"15,39"
"REP.MC,9/07/2015 17:36:00,"15,855"
"REP.MC,10/07/2015 17:36:00,"16,27"
"REP.MC,13/07/2015 17:36:00,"16,51"
"REP.MC,14/07/2015 17:36:00,"16,55"
"REP.MC,15/07/2015 17:36:00,"16,665"
"REP.MC,16/07/2015 17:36:00,"16,925"
"REP.MC,17/07/2015 17:36:00,"16,76"
"REP.MC,20/07/2015 17:36:00,"16,77"
"REP.MC,21/07/2015 17:36:00,"16,615"
"REP.MC,22/07/2015 17:36:00,"16,39"
"REP.MC,23/07/2015 17:36:00,"16,155"
